КодКлиента|Цена|ЦенаДоСкидки|ДРегСкидка|ДДнСкидки
160151455|432||||
90011891|560||||
1453449|534||||
1479655|534||||
1485190|560||||
90112134|482||||
1528646|560||||
820090394|534||||
87158914|535||||
36151532|482||||
90112184|482||||
160057125|436||||
360002157|361||||
160044408|368||||
60054191|361||||
36190389|482||||
87180151|534||||
87179091|535||||
36133006|535||||
590000122|362||||
1358715|560||||
160313719|560||||
1518726|535||||
100152364|361||||
9093396|534||||
160200199|560||||
820065109|534||||
690013930|534||||
440041279|560||||
440086851|560||||
22002563|362||||
420000030|534||||
1411842|535||||
440179228|482||||
30011407|560||||
820052037|431||||
160123826|368||||
160262569|368||||
820070682|560||||
160181111|560||||
330264102|535||||
160263925|366||||
1199665|482||||
90016042|560||||
440179225|458||||
87197452|482||||
160350553|535||||
820277049|534||||
330106244|560||||
300003913|535||||
87215754|534||||
440179295|482||||
87207243|535||||
55089598|534||||
470058287|435||||
820128827|535||||
140039261|444||||
440111642|560||||
36123120|366||||
90112462|560||||
70018538|560||||
90112467|391||||
330107640|560||||
330180233|560||||
90111304|482||||
330155962|560||||
36100742|431||||
23030221|560||||
470014952|560||||
1411109|534||||
1478147|362||||
9148945|482||||
690000990|432||||
820218391|482||||
87186956|365||||
1172403|98||||
40009072|560||||
260000320|432||||
60002942|362||||
81139944|431||||
100025419|560||||
330289402|560||||
36163275|361||||
60149086|534||||
590000752|534||||
1397904|560||||
87266042|534||||
1294492|431||||
60090120|431||||
330113193|368||||
130015582|534||||
9153063|362||||
1428170|560||||
330176675|482||||
66943|432||||
160046126|560||||
90009067|482||||
380002632|560||||
820215710|431||||
330061365|456||||
62230079|432||||
70009640|535||||
330127501|560||||
22455337|362||||
140013273|560||||
330094445|361||||
820016207|534||||
160057900|535||||
1180308|560||||
87192909|98||||
440135050|482||||
9130155|534||||
820177840|534||||
60200100|560||||
330053415|482||||
470012203|535||||
160202000|535||||
60003071|482||||
820124838|560||||
160300911|431||||
90013382|560||||
160024089|482||||
440179716|98||||
90018330|482||||
160034220|366||||
410003641|482||||
820140789|436||||
90017737|560||||
90027265|436||||
160128690|560||||
270000030|432||||
710000674|361||||
160169148|361||||
9119128|436||||
160121181|560||||
160022898|535||||
160041399|365||||
440179558|456||||
70008373|560||||
23019386|361||||
160248433|361||||
630001364|431||||
760000588|482||||
160318775|560||||
330299319|361||||
22465537|444||||
350000483|98||||
55103019|482||||
36113259|432||||
340001257|535||||
330203289|482||||
190012659|560||||
55079220|368||||
160035455|368||||
330188726|534||||
470005322|534||||
470007167|560||||
470013410|560||||
470051951|560||||
470049639|560||||
470056389|560||||
36184703|560||||
36153880|482||||
900000383|560||||
820033099|560||||
60078863|560||||
820142755|560||||
36109704|560||||
55050694|560||||
1351375|560||||
87225153|535||||
87204890|98||||
1376555|535||||
160168240|560||||
470056601|560||||
330055223|362||||
36162896|432||||
90112776|560||||
87242968|560||||
160320195|535||||
170005042|482||||
1370332|482||||
820029134|560||||
440100451|560||||
9192171|560||||
1457532|560||||
1486756|560||||
640002197|560||||
440061736|560||||
160127670|560||||
160013802|560||||
160214612|560||||
1357669|560||||
690028344|482||||
690025504|560||||
36171783|560||||
1570907|560||||
160213275|560||||
160257823|362||||
23019831|534||||
330182971|560||||
60085553|560||||
9152160|482||||
820276258|362||||
140026011|431||||
60182136|431||||
23008810|361||||
160160949|434||||
90113332|482||||
820285237|534||||
36208305|362||||
22445883|98||||
60005059|361||||
330162914|560||||
1370353|361||||
90105792|560||||
9120518|560||||
60048179|560||||
860000806|361||||
36157569|365||||
160270817|560||||
122426|560||||
121689|361||||
36112390|535||||
440165283|560||||
1226483|535||||
81112250|362||||
23010480|560||||
330110127|560||||
440022862|482||||
330269113|560||||
90113423|391||||
22997274|368||||
160075332|560||||
820114970|560||||
87191737|560||||
820178058|361||||
650000794|368||||
87230675|391||||
87175446|482||||
1535447|482||||
70013920|362||||
140063109|534||||
90078320|560||||
330079456|362||||
330257237|560||||
87261955|366||||
9188268|560||||
440180507|391||||
60040247|361||||
9111850|482||||
160314922|436||||
690026528|361||||
160154825|482||||
90111061|98||||
690013691|444||||
820029355|560||||
22228944|362||||
690025952|560||||
30012645|98||||
330178663|361||||
690005805|366||||
160069643|98||||
130013874|535||||
1564214|560||||
87253639|560||||
87210941|362||||
160043949|366||||
470009479|432||||
66668248|534||||
440152267|366||||
330208644|560||||
190001455|560||||
80000530|361||||
330146834|482||||
100081097|482||||
22999958|535||||
70001992|560||||
90058896|560||||
690029283|361||||
87234462|361||||
340002545|534||||
330122599|482||||
330042804|534||||
820281277|560||||
22449407|534||||
690037099|435||||
330214687|361||||
690026308|366||||
9112962|482||||
55032892|482||||
330219248|368||||
9143578|560||||
140056349|535||||
440038320|535||||
8119|535||||
160385400|482||||
40004650|364||||
36113713|560||||
1359529|560||||
820039555|361||||
330217747|437||||
160046832|560||||
820173142|361||||
70001988|432||||
90109054|482||||
160165309|361||||
90114106|482||||
330139267|560||||
140009495|560||||
9111055|560||||
87162276|361||||
1363871|535||||
60031363|361||||
470007332|560||||
9133175|560||||
160276033|560||||
440008059|482||||
1519866|560||||
1135810|361||||
160132363|560||||
820313211|560||||
690011182|534||||
690014344|560||||
36140174|432||||
690033656|560||||
22464319|560||||
36164160|368||||
690048086|534||||
160039606|361||||
330174598|436||||
160358763|534||||
440179926|98||||
1470728|535||||
1610810|535||||
470044500|535||||
160239645|482||||
23024757|560||||
160082526|560||||
160027705|560||||
87236575|560||||
36176566|560||||
100026352|560||||
100293255|560||||
30002495|361||||
81141404|366||||
1480542|366||||
470011818|368||||
90067536|535||||
330158105|560||||
140024217|368||||
22445393|482||||
330009734|362||||
440076000|560||||
440102142|98||||
470035479|560||||
690002765|534||||
60089815|361||||
470009436|366||||
36176855|364||||
160175662|535||||
1528190|560||||
9026609|560||||
90113985|560||||
9131579|534||||
90016014|560||||
330143177|560||||
60064907|366||||
160281760|98||||
330037258|534||||
90106651|482||||
160141419|361||||
440179752|560||||
640001979|560||||
1147212|560||||
440084989|482||||
630000605|368||||
1422437|560||||
170019656|482||||
90018327|361||||
60208659|365||||
820046324|560||||
87244458|361||||
330142772|560||||
820235583|366||||
330302806|98||||
22443123|361||||
820097844|482||||
81140485|366||||
1196382|560||||
160053106|560||||
160236484|560||||
820050319|535||||
87219757|560||||
330289439|482||||
330162273|482||||
840001837|534||||
160101752|560||||
90113209|482||||
321001064|535||||
100198335|436||||
90042490|560||||
330031856|534||||
1410913|534||||
90114696|560||||
90108343|560||||
160206243|458||||
260005623|534||||
87199291|366||||
87158409|98||||
330141863|535||||
9183014|361||||
60009712|361||||
90015998|368||||
820029355|560||||
330222923|361||||
180000393|560||||
22443848|432||||
90073518|560||||
9161386|366||||
700000232|361||||
130017572|361||||
22447422|431||||
690006803|444||||
90008585|432||||
10002923|361||||
820031798|560||||
160013045|431||||
140025495|535||||
160315288|560||||
160164603|535||||
330229927|361||||
340002368|362||||
1463564|535||||
380002206|560||||
100222660|482||||
140030913|560||||
59350|362||||
470071750|361||||
60042800|560||||
1133948|560||||
140000626|535||||
160233432|560||||
820001247|431||||
1384710|431||||
22462272|560||||
90114688|482||||
440181345|560||||
330158150|560||||
330202695|431||||
1184425|368||||
440160934|432||||
36107866|534||||
1587983|534||||
690016369|361||||
1208451|365||||
87199629|366||||
36113826|432||||
440015888|560||||
1247019|534||||
440178372|482||||
730000356|98||||
36171049|482||||
820002999|482||||
1358938|560||||
36133379|482||||
1508394|560||||
160017927|366||||
440181201|391||||
180001964|482||||
470040182|560||||
90114745|482||||
60173039|534||||
60134779|560||||
440095349|560||||
330083245|535||||
36123448|560||||
130004362|458||||
87224807|560||||
470021499|534||||
1146595|560||||
100089958|560||||
820351806|482||||
70017579|560||||
160368852|366||||
87157731|366||||
470009261|534||||
160197570|535||||
87159791|482||||
60152807|535||||
160192688|436||||
160097335|436||||
440041009|431||||
820151837|560||||
22447397|560||||
1525505|534||||
330070669|436||||
440045584|560||||
160191371|560||||
23030941|535||||
100271921|431||||
440150861|560||||
87254979|362||||
90115179|482||||
87192870|366||||
160087586|560||||
470000179|560||||
100292844|560||||
820177744|560||||
160301067|560||||
87212219|431||||
160274329|431||||
820035851|534||||
130000750|560||||
160252726|560||||
330266671|98||||
160266601|560||||
60052861|560||||
440182244|482||||
90013492|431||||
36137780|98||||
440133089|366||||
440019273|366||||
90035027|436||||
440086908|482||||
9159816|560||||
140016883|366||||
22224181|362||||
180009305|560||||
330304424|560||||
90000973|432||||
36120386|431||||
1216532|560||||
330002401|535||||
160032360|361||||
60087788|444||||
180009612|560||||
1580565|482||||
1411647|560||||
60121742|560||||
1410336|444||||
160303416|560||||
60042476|362||||
470056324|560||||
160194183|368||||
160236091|560||||
55080273|361||||
440110294|560||||
160238478|482||||
116728|482||||
370000650|362||||
1357790|560||||
55118765|361||||
350000775|361||||
190010881|98||||
60213830|368||||
1639250|560||||
130010702|482||||
9118594|560||||
36201366|534||||
440029740|560||||
140024410|482||||
60100843|361||||
1257626|431||||
140066479|368||||
62231052|482||||
470010242|482||||
330170022|482||||
90115201|560||||
9152869|482||||
160134647|560||||
90032288|482||||
90115924|482||||
440157411|535||||
90116065|482||||
90116207|482||||
690009987|560||||
690054765|560||||
180009669|560||||
160170758|361||||
180001180|362||||
130014449|482||||
820050707|560||||
87233891|534||||
690006802|535||||
55048259|535||||
440075265|560||||
470033679|361||||
160345195|560||||
470024092|361||||
36152909|98||||
1582007|366||||
90116322|534||||
61124|442||||
350002053|361||||
160182324|560||||
330199076|482||||
22448597|432||||
87255151|534||||
100328670|560||||
60194587|560||||
180004369|362||||
690005916|560||||
470071942|534||||
60036792|482||||
1149401|361||||
22445033|431||||
90006008|534||||
330126784|560||||
330099347|482||||
160063614|361||||
330281555|560||||
330220749|361||||
170005318|431||||
60158787|368||||
87225494|534||||
330189524|560||||
100138986|560||||
60051179|534||||
1370231|560||||
440182840|482||||
330151622|368||||
100338486|560||||
22002446|361||||
440178152|368||||
820091980|560||||
87216887|535||||
820027488|482||||
330252562|560||||
160031708|366||||
160350891|560||||
470062796|560||||
87214452|560||||
36136937|560||||
90043291|482||||
160381829|368||||
1576127|560||||
300002431|364||||
90012270|560||||
330201379|560||||
440183435|560||||
160273412|482||||
36119709|534||||
1573697|560||||
140063588|534||||
140075547|431||||
330104516|560||||
440183329|482||||
160254998|560||||
440183303|482||||
36136637|534||||
690008270|482||||
330306187|560||||
160035050|534||||
290000102|535||||
100250840|560||||
36106947|560||||
440177081|560||||
330205101|361||||
1475404|560||||
470058845|361||||
330012569|456||||
81200641|482||||
440059054|560||||
90026861|560||||
90116996|482||||
60003702|534||||
55049258|560||||
330271908|560||||
440182903|482||||
330055253|361||||
90117024|560||||
8899|366||||
1458385|560||||
130000391|361||||
690034457|560||||
470068477|535||||
160239172|482||||
690037624|560||||
90116597|366||||
9183383|361||||
330079223|560||||
87265152|560||||
36123064|361||||
160160368|482||||
60093930|361||||
160157516|534||||
140011634|534||||
440181318|438||||
690041586|560||||
140054080|535||||
1550189|364||||
9132463|560||||
1572688|361||||
160124462|361||||
60088124|560||||
36111726|534||||
100185152|560||||
690041639|560||||
130000241|391||||
300001336|560||||
36114952|436||||
330069921|391||||
440168561|438||||
170004639|560||||
470029412|535||||
660001999|361||||
330257499|535||||
140023537|361||||
140034973|534||||
244444679|361||||
160306292|482||||
330211690|535||||
55053566|482||||
440180450|482||||
60001492|482||||
130006725|560||||
90007002|431||||
22239060|534||||
90115419|482||||
330041567|560||||
90105791|482||||
160290724|535||||
90039103|482||||
140024946|535||||
140016228|560||||
260003427|431||||
130014598|432||||
330212060|535||||
440120081|431||||
36163933|361||||
100189586|361||||
1361032|534||||
330103346|534||||
170009407|560||||
330148057|482||||
1398767|482||||
60192737|534||||
1291000|535||||
160158565|560||||
440184202|560||||
330092019|534||||
440013849|560||||
470070048|534||||
60041399|368||||
1254193|560||||
90066865|560||||
1416006|560||||
470059747|560||||
330163919|560||||
22454237|362||||
36203934|560||||
330009875|560||||
1592019|535||||
10002862|431||||
36204243|366||||
440179994|560||||
440127990|432||||
1214547|560||||
30002495|98||||
470007186|534||||
140019528|534||||
60039604|482||||
440183608|482||||
55021144|560||||
81135000|364||||
90036749|560||||
60210502|368||||
60057649|560||||
790000077|362||||
87166768|535||||
90106623|560||||
160135669|535||||
160146151|98||||
330316952|560||||
440152755|482||||
330174408|391||||
630000010|451||||
330139516|535||||
340000939|431||||
87179738|391||||
90052535|482||||
90011489|560||||
59445|534||||
90117874|482||||
100151148|535||||
440104966|534||||
60003966|432||||
440151329|482||||
690016388|560||||
440181530|560||||
440184610|560||||
690002795|560||||
470003330|560||||
1295953|560||||
36118402|560||||
840001003|365||||
330112190|361||||
330116967|560||||
440033433|535||||
100163097|482||||
36178269|560||||
280001376|560||||
1381649|431||||
440184744|482||||
190013986|535||||
330215910|361||||
9153992|534||||
70016453|362||||
440132410|361||||
55087395|560||||
55092536|482||||
130006175|535||||
160222138|535||||
470065277|431||||
40009635|560||||
130017728|362||||
330000046|362||||
900000463|432||||
350000897|560||||
310001912|560||||
9103244|431||||
30012733|560||||
36103144|560||||
36107854|365||||
36118375|560||||
820047023|361||||
140010128|368||||
55108784|431||||
380001102|361||||
690003125|366||||
23018950|98||||
87208518|366||||
90065092|535||||
180004298|560||||
90118696|560||||
60079562|535||||
1499432|560||||
1366000|560||||
55057250|431||||
330158449|560||||
60208944|431||||
470008253|560||||
36185913|535||||
90080935|482||||
23025780|361||||
90063266|483||||
60194611|431||||
125728|560||||
160292310|368||||
160154489|98||||
87248011|560||||
440155404|431||||
330027043|560||||
90010547|482||||
440184834|482||||
100327790|560||||
55047849|535||||
1148437|535||||
36193432|560||||
160275544|560||||
120512|361||||
820127179|482||||
160035846|361||||
60149501|368||||
130009211|560||||
440185487|482||||
90069869|482||||
440144714|391||||
87163027|560||||
1608218|560||||
160179471|534||||
90104387|560||||
820109407|368||||
820183224|560||||
690014413|560||||
690020809|366||||
1141643|560||||
160286976|535||||
36103150|482||||
36149845|534||||
330115226|432||||
36186362|432||||
36103012|368||||
100234470|482||||
1155514|535||||
87236206|431||||
130000930|436||||
60068522|560||||
60194503|560||||
820082356|560||||
90037280|365||||
55110943|361||||
960000060|432||||
55056283|366||||
36158678|365||||
470019781|560||||
70002286|434||||
330190871|482||||
820034677|535||||
330287290|560||||
55054967|535||||
36119303|560||||
100310229|361||||
330125701|482||||
100307575|560||||
160059505|482||||
1424394|534||||
9127995|560||||
820079360|560||||
440185395|482||||
1285879|534||||
440185843|482||||
160164240|534||||
81140281|560||||
820071349|534||||
87241939|361||||
440143978|431||||
36168689|560||||
122729|432||||
330005502|560||||
330050687|362||||
330243047|366||||
330036616|534||||
55005794|560||||
90074519|482||||
160047327|362||||
87179208|534||||
820309311|431||||
23031467|534||||
81135244|365||||
440165749|534||||
330288815|560||||
470035037|456||||
69996027|560||||
190001545|482||||
23014109|368||||
1542952|361||||
1598001|98||||
1471803|362||||
30000695|98||||
1534516|560||||
60210202|534||||
87236378|560||||
87200831|482||||
160278719|436||||
920000162|534||||
440185840|482||||
160104741|560||||
630001810|482||||
160149788|560||||
330061666|534||||
22231643|432||||
55101977|482||||
123675|361||||
160343135|560||||
90119552|482||||
87261146|560||||
130003762|560||||
23005907|366||||
600001001|534||||
130009797|560||||
10003914|98||||
90119522|482||||
9130478|368||||
240000203|560||||
160251365|560||||
9122838|560||||
330236301|482||||
36141979|391||||
160361926|482||||
87208257|560||||
160141603|361||||
87168973|368||||
330285191|362||||
300000512|362||||
55009976|560||||
160096096|560||||
170004833|560||||
920000258|432||||
115168|482||||
440024120|482||||
260000811|535||||
330244121|560||||
55108301|560||||
1223182|361||||
9109672|361||||
1350302|361||||
87216690|560||||
440186170|482||||
60131119|560||||
81127456|365||||
36194916|534||||
90119055|560||||
90119886|482||||
1209464|98||||
160114064|560||||
140077603|482||||
140062922|535||||
160167590|431||||
140018262|361||||
90055577|482||||
62232083|560||||
330019233|482||||
470038654|560||||
69954915|361||||
57179|368||||
820013422|560||||
160218992|560||||
90119789|560||||
9191743|560||||
1304217|434||||
1604821|361||||
820217433|560||||
820181665|482||||
100117897|560||||
1613325|482||||
700000317|362||||
55069595|482||||
90119889|560||||
9087555|560||||
87169529|361||||
160177572|560||||
160263242|368||||
440051223|560||||
330310041|482||||
100260663|535||||
90118955|361||||
60136257|361||||
36114575|560||||
36206791|560||||
330260476|361||||
170012629|535||||
140094774|534||||
90120209|482||||
130008624|361||||
600001413|560||||
890000354|364||||
1351030|560||||
90030650|560||||
1486480|535||||
90077746|534||||
90120286|560||||
330252538|368||||
330018201|560||||
440076138|534||||
9183611|482||||
30013315|560||||
60213329|366||||
140026780|534||||
1188994|482||||
160182438|366||||
1510476|368||||
9108096|368||||
820139448|534||||
60184993|98||||
55073041|366||||
330053783|431||||
87201779|535||||
330285352|366||||
22443111|560||||
820038651|534||||
60167886|535||||
630000074|432||||
55025847|431||||
87213098|456||||
690014892|482||||
1546241|534||||
70015759|362||||
22228672|560||||
820217912|368||||
130007665|452||||
9166474|560||||
87208717|431||||
90006286|434||||
55086581|482||||
81118361|482||||
440164672|431||||
330186164|361||||
60042274|560||||
160302014|361||||
1459257|432||||
40009251|534||||
60032194|361||||
440186862|482||||
87187281|560||||
160358522|431||||
440095410|361||||
60202466|361||||
820130680|534||||
600000310|535||||
330296759|560||||
160147516|432||||
330180207|361||||
330133003|431||||
81138314|361||||
160171327|560||||
90120579|560||||
330073949|482||||
90120879|560||||
330156375|560||||
30014074|560||||
36124492|98||||
9134815|361||||
650000077|361||||
330056856|560||||
820348879|560||||
690002014|534||||
440187067|560||||
330223481|362||||
36118906|362||||
660001110|361||||
90121076|482||||
470030351|366||||
22441860|431||||
90120728|560||||
36121443|535||||
70017428|366||||
690002146|560||||
160018809|560||||
90121180|560||||
160300081|560||||
180006673|560||||
690013159|560||||
160060907|534||||
380003083|560||||
160229416|482||||
36204743|432||||
820002133|560||||
160225053|560||||
820117651|482||||
36167814|365||||
90000616|366||||
90120122|482||||
820023169|431||||
90082108|458||||
87197975|482||||
36118387|482||||
330008184|560||||
100253607|482||||
1587015|560||||
330077984|361||||
1530678|366||||
810000552|560||||
87194562|361||||
90104379|560||||
820055931|391||||
330180256|361||||
820326540|560||||
1579029|560||||
690010329|361||||
90121513|482||||
160381824|482||||
160171271|368||||
330116482|482||||
9182553|432||||
330088529|560||||
160079928|560||||
87198499|361||||
1490087|560||||
170015477|560||||
20000340|560||||
470053261|361||||
9114937|535||||
160363554|560||||
440174675|366||||
310000764|560||||
1437419|560||||
90104649|482||||
130009376|534||||
60036178|368||||
160140246|368||||
160084430|560||||
690034347|535||||
1359958|366||||
40000254|534||||
61297|560||||
100323949|560||||
100091792|436||||
1485936|560||||
87227228|362||||
1580690|534||||
55075125|362||||
90121795|482||||
9204937|560||||
130004034|362||||
440169794|560||||
30006161|560||||
87189561|560||||
100175043|560||||
130018703|560||||
160086323|365||||
60023887|434||||
90035175|560||||
160180762|560||||
60176971|482||||
440043323|534||||
610002017|560||||
90121922|482||||
410000172|560||||
90121930|482||||
160045867|560||||
440133293|534||||
820037190|560||||
87183093|560||||
90121943|482||||
160045845|560||||
330210105|560||||
160333455|361||||
440133608|560||||
60035916|560||||
9179776|535||||
330192723|560||||
9105923|560||||
330065484|560||||
36137572|362||||
180008370|362||||
160043557|361||||
1492410|560||||
9068385|361||||
60008758|482||||
180003946|482||||
330219905|98||||
160186247|535||||
470077402|560||||
60082139|560||||
100371782|535||||
160157718|560||||
90121983|482||||
1534162|560||||
87198713|560||||
90115313|98||||
440188290|482||||
90032510|560||||
160008406|431||||
60042124|361||||
330169503|391||||
330057916|534||||
70013400|482||||
87237370|98||||
820121115|456||||
690017005|535||||
9106356|482||||
690004136|560||||
87215053|366||||
1555748|98||||
820160950|560||||
160198667|436||||
10000245|431||||
330144476|534||||
60218914|431||||
60011922|560||||
160338561|482||||
820036974|560||||
440119157|560||||
330308041|560||||
240001714|98||||
70016259|560||||
160057171|534||||
140013826|368||||
140014775|368||||
440188520|391||||
330028323|368||||
330315995|368||||
140026213|368||||
140010312|368||||
330142529|368||||
680000060|98||||
260006432|535||||
140000933|560||||
60217296|560||||
160049757|365||||
87204392|455||||
55005878|431||||
820023148|361||||
90026305|535||||
440168893|368||||
330199917|560||||
160231360|560||||
90120607|560||||
90115471|482||||
87219129|560||||
55080109|361||||
440188572|560||||
160095062|560||||
160228078|534||||
330284440|535||||
820128169|482||||
90121395|431||||
87189729|560||||
1565262|534||||
820111359|560||||
310003017|535||||
470043475|361||||
140037122|368||||
160362423|560||||
350001477|560||||
750000296|560||||
330166063|361||||
60116583|364||||
87262230|366||||
160296515|432||||
60022999|534||||
60007500|432||||
160038507|361||||
30007173|431||||
36207933|535||||
40000282|482||||
1202252|482||||
180009557|368||||
330002050|367||||
87159491|482||||
470042360|560||||
470043145|366||||
55119858|560||||
36150687|368||||
121458|482||||
470002050|361||||
160242864|560||||
87196653|560||||
1365823|391||||
55015298|98||||
180006541|361||||
23024072|431||||
160156477|456||||
820134243|560||||
330074073|431||||
330076350|368||||
87163186|366||||
820217805|438||||
100115415|365||||
90122696|560||||
440178657|368||||
1204255|361||||
9134161|98||||
36110548|364||||
140046507|534||||
1581474|482||||
1399724|534||||
1499648|361||||
1391894|482||||
820024222|431||||
55007043|482||||
330225984|534||||
1454236|560||||
440186534|482||||
160144000|362||||
90121955|482||||
440176064|482||||
90049954|560||||
820185355|482||||
470024458|560||||
160033864|560||||
440053336|560||||
160044305|534||||
9157115|560||||
22445452|535||||
820166540|534||||
440146120|560||||
440002348|482||||
90036835|366||||
90117542|361||||
100157152|560||||
36125952|482||||
87172556|534||||
9044257|560||||
100157605|560||||
90067314|534||||
160202176|560||||
440040571|535||||
36170895|361||||
36199972|432||||
36199972|432||||
22236614|366||||
60139211|535||||
330174117|560||||
36161342|368||||
100365593|560||||
60051462|535||||
87260742|560||||
140085885|560||||
130009224|366||||
81136657|364||||
160177153|98||||
470008834|431||||
820207810|366||||
330236520|560||||
36193347|482||||
440189871|391||||
440182409|364||||
87168119|361||||
140040045|560||||
87200862|98||||
1291519|361||||
820071920|482||||
340002094|560||||
1446889|434||||
820255037|560||||
1476041|560||||
1466664|560||||
36202801|560||||
440189949|391||||
440189950|482||||
87249261|361||||
900000803|432||||
440027002|361||||
87159554|560||||
22992541|432||||
66668382|361||||
160134908|361||||
350001494|362||||
130004811|362||||
330295749|560||||
90123963|482||||
90124048|482||||
820338337|391||||
690026776|482||||
440067567|560||||
330088529|560||||
330081921|560||||
470047327|535||||
330054948|535||||
160060783|434||||
800000159|362||||
90123714|482||||
90043446|560||||
190014698|482||||
87198636|560||||
60050957|365||||
60001554|432||||
90104937|482||||
330052672|560||||
330062566|560||||
87170857|361||||
1166964|560||||
90124177|482||||
81131323|535||||
330061532|535||||
9123003|534||||
36154338|535||||
330245683|560||||
30002500|362||||
160384289|482||||
690042091|560||||
160314810|560||||
23021174|560||||
160362922|560||||
1351221|560||||
160305223|560||||
440151318|560||||
690030769|560||||
60121116|431||||
440190300|482||||
36117311|560||||
90124326|482||||
820354899|482||||
1287854|560||||
160273318|482||||
820356437|391||||
820358180|391||||
820359705|391||||
122057|361||||
60000142|365||||
90124419|482||||
1180458|560||||
160004535|560||||
1184784|560||||
87164537|560||||
36186734|361||||
36172476|560||||
330261414|560||||
90124544|482||||
60016132|361||||
87262925|560||||
160120239|560||||
820258577|560||||
100357731|361||||
820053009|560||||
9135498|361||||
1364191|361||||
330163206|560||||
330303797|368||||
160318408|534||||
330046893|482||||
330056421|560||||
87170842|98||||
820013718|560||||
440078020|482||||
60053948|368||||
440039753|560||||
440190462|560||||
55056059|560||||
440135411|535||||
1504360|431||||
36136775|361||||
330281099|560||||
60031027|560||||
90071688|560||||
440190656|482||||
370001740|361||||
100181097|560||||
820280426|560||||
1553216|560||||
78251|560||||
170013181|482||||
830000794|535||||
440136043|366||||
90124777|560||||
820361157|482||||
90073510|482||||
820361411|482||||
160275757|361||||
87189568|535||||
470027044|482||||
60025953|361||||
820057566|560||||
820079429|368||||
440061029|560||||
840000978|560||||
55092088|482||||
60071299|431||||
370001812|560||||
9050938|482||||
440006899|534||||
140084538|560||||
55001603|535||||
60002110|365||||
60073036|365||||
820025142|560||||
9151198|482||||
160165983|560||||
160299586|535||||
22236625|560||||
36121996|482||||
1272571|560||||
330025103|560||||
90124702|560||||
440098050|534||||
90125047|560||||
330251304|482||||
160345742|560||||
22234988|560||||
36118467|534||||
470080641|482||||
470001868|365||||
440190988|560||||
60056356|361||||
55048814|482||||
820109449|368||||
820274466|560||||
60148965|535||||
1193420|431||||
160222951|535||||
1550296|361||||
55100826|535||||
160288348|560||||
90124883|368||||
1134763|534||||
820235554|436||||
110700144|366||||
440014833|560||||
160221547|431||||
23039670|534||||
36110339|361||||
160178922|534||||
300001124|560||||
90046972|560||||
160051340|535||||
60051224|534||||
22450022|361||||
470009475|560||||
160161055|534||||
1559335|534||||
90102905|534||||
160210779|535||||
470008066|560||||
1395880|560||||
820132654|560||||
90062091|534||||
22229896|361||||
69901197|534||||
820230896|560||||
61121620|361||||
117916|535||||
160124284|534||||
160107421|364||||
58120|361||||
87234995|560||||
90006670|560||||
60002308|534||||
440155579|431||||
60018541|535||||
1563479|368||||
820040060|560||||
87170974|482||||
90125284|482||||
36104581|560||||
260006540|431||||
160022859|482||||
440104680|361||||
90006060|560||||
420000211|366||||
330059873|482||||
130004181|362||||
87260854|560||||
440191176|482||||
130006780|361||||
330068525|368||||
22444158|431||||
440173148|482||||
87210022|560||||
36111316|482||||
310002946|560||||
160157933|436||||
160186526|534||||
440190302|482||||
470051218|560||||
160380566|482||||
820078757|366||||
90125567|534||||
1433335|482||||
87159097|482||||
1402677|560||||
330242374|560||||
330109262|435||||
820095055|482||||
87202787|98||||
1187979|431||||
60147208|98||||
90114350|482||||
100353369|560||||
160272240|534||||
36172444|560||||
60133831|366||||
760000870|365||||
700000845|362||||
700000788|362||||
330022118|431||||
36116173|361||||
1613512|560||||
160093692|560||||
160196829|560||||
1419519|560||||
90025896|482||||
470070378|535||||
160021907|535||||
820277270|560||||
30000195|368||||
140049712|458||||
100132221|361||||
820364789|482||||
820366897|482||||
22002034|361||||
9143566|98||||
60115152|560||||
70016367|560||||
87206879|534||||
90126271|482||||
180000058|98||||
330244192|362||||
470076892|535||||
55004521|482||||
160294713|362||||
36146188|361||||
1495129|535||||
440191320|482||||
90032074|535||||
300001899|560||||
160205227|534||||
160321272|431||||
630000109|364||||
160352517|560||||
100130474|560||||
90126388|482||||
440003698|431||||
87214762|98||||
36185933|365||||
36155088|560||||
100325463|482||||
22994017|367||||
440150350|482||||
22467419|367||||
60025852|366||||
140046676|560||||
440173122|560||||
40001998|482||||
1388104|436||||
60180139|366||||
66668348|482||||
330187687|431||||
60212965|534||||
380002543|444||||
160292151|361||||
1415704|432||||
330094050|560||||
170003058|534||||
36107698|560||||
30000208|364||||
81129208|560||||
70016435|560||||
55049500|534||||
440191295|482||||
810000500|431||||
160168671|535||||
440192077|482||||
1614834|482||||
440038539|560||||
180002108|535||||
330271897|560||||
1387975|456||||
90125453|482||||
55106099|431||||
470007819|362||||
160233709|368||||
90103694|560||||
90126613|482||||
440192447|482||||
740001070|362||||
190014614|560||||
410000925|560||||
9157673|560||||
51975|362||||
690002154|365||||
650001271|458||||
140007911|535||||
87177966|482||||
160038522|560||||
130002842|560||||
330085403|560||||
170003171|560||||
87172008|431||||
23027250|560||||
160320704|560||||
55022267|560||||
820073627|361||||
820109224|364||||
440026421|482||||
122150|362||||
90010971|482||||
60017217|482||||
470069078|366||||
160295486|560||||
160189882|560||||
810000205|560||||
160192202|560||||
90126839|482||||
140067713|368||||
